conversation_id,message_id,customer_id,timestamp,promise_text,action,amount,deadline_text,normalized_deadline,detected_status,days_overdue,detected_broken_promise,fulfilled,fulfillment_message_id,fulfillment_similarity
CONV-005591,MSG-005591-02,CUST-0659,2026-04-05 12:26:00,Quick note on ticket 300212: Hi — I’m going to ask our security team to verify the login — later this week.,ask our security team to verify the login,,this week,2026-04-11 00:00:00,overdue,150.6812960369097,1,False,,0.0
CONV-005593,MSG-005593-04,CUST-0346,2026-02-23 06:51:01,Quick note on ticket 371483: I’ll make sure I call you with the outcome — today.,call you with the outcome,,today,2026-02-23 00:00:00,overdue,197.68129603699074,1,False,,0.0
CONV-005594,MSG-005594-01,CUST-0894,2026-07-03 09:18:00,"In this account context, let me send the corrected invoice by friday, then i’ll update you.",send the corrected invoice,,,,no_deadline,0.0,0,False,,0.0
CONV-005594,MSG-005594-03,CUST-0894,2026-07-03 09:30:00,"On the current thread (411078), i’ll make sure i share the diagnostic notes — later this week.",share the diagnostic notes,,this week,2026-07-09 00:00:00,overdue,61.681296037083335,1,False,,0.0
CONV-005594,MSG-005594-04,CUST-0894,2026-07-03 10:00:00,"For case 418997, ill make sure I call u with the outcome — tomorrow. thx",,,tomorrow,2026-07-04 00:00:00,overdue,66.68129603716434,1,False,,0.0
CONV-005595,MSG-005595-01,CUST-0270,2026-01-09 03:34:00,"Looking at request 426916, I will send the corrected invoice — by Friday. I know this has been frustrating.",send the corrected invoice,,,,no_deadline,0.0,0,False,,0.0
CONV-005595,MSG-005595-05,CUST-0270,2026-01-09 04:10:00,"For case 458592, Let me send a written explanation tomorrow.",send a written explanation,,tomorrow,2026-01-10 00:00:00,overdue,241.68129603724537,1,False,,0.0
CONV-005595,MSG-005595-06,CUST-0270,2026-01-09 04:19:00,Regarding reference 466511: I can take this forward and review the account history tomorrow.,review the account history,,tomorrow,2026-01-10 00:00:00,overdue,241.68129603733797,1,False,,0.0
CONV-005595,MSG-005595-07,CUST-0270,2026-01-09 04:19:01,"For the record, I’ll personally trace the failed payment with the next step.",trace the failed payment,,,,no_deadline,0.0,0,False,,0.0
CONV-005595,MSG-005595-09,CUST-0270,2026-01-09 04:22:00,"In this account context, i’ll make sure i raise this with the engineering queue tomorrow.",raise this with the engineering queue,,tomorrow,2026-01-10 00:00:00,overdue,241.68129603741897,1,False,,0.0
CONV-005596,MSG-005596-02,CUST-0796,2026-05-27 19:15:00,"On the support thread, Let me send a written explanation by Friday, then I’ll update you.",send a written explanation,,,,no_deadline,0.0,0,False,,0.0
CONV-005597,MSG-005597-01,CUST-0114,2026-07-22 02:21:00,"On the support thread, I can take this forward and check the delivery scan today.",check the delivery scan,,today,2026-07-22 00:00:00,overdue,48.68129603751158,1,False,,0.0
CONV-005597,MSG-005597-02,CUST-0114,2026-07-22 02:25:00,"Looking at request 529863, Count on me to arrange a replacement unit today, then I’ll update you.",arrange a replacement unit,,today,2026-07-22 00:00:00,overdue,48.681296037592595,1,False,,0.0
CONV-005599,MSG-005599-04,CUST-0076,2026-03-15 03:25:01,"Regarding reference 640729: leave this with me — i’ll attach the requested export today, then i’ll update you.",attach the requested export,,today,2026-03-15 00:00:00,overdue,177.68129603768517,1,False,,0.0
CONV-005599,MSG-005599-05,CUST-0076,2026-03-15 03:53:00,"For the record, I’ll personally send the corrected invoice today, then I’ll update you. I know this has been frustrating.",send the corrected invoice,,today,2026-03-15 00:00:00,overdue,177.6812960377662,1,False,,0.0
CONV-005601,MSG-005601-02,CUST-0484,2026-03-14 09:51:00,"For the record, Hi — Let me check the delivery scan later this week.",check the delivery scan,,this week,2026-03-20 00:00:00,overdue,172.68129603784723,1,False,,0.0
CONV-005602,MSG-005602-02,CUST-0671,2026-07-04 11:00:00,"Looking at request 759514, Hi — I’m going to send a written explanation — by Friday.",send a written explanation,,,,no_deadline,0.0,0,False,,0.0
CONV-005603,MSG-005603-03,CUST-0930,2026-08-10 07:19:00,"Regarding reference 791190: Let me ask our security team to verify the login tomorrow, then I’ll update you.",ask our security team to verify the login,,tomorrow,2026-08-11 00:00:00,overdue,28.681296037939816,1,False,,0.0
CONV-005604,MSG-005604-05,CUST-0774,2026-07-13 19:54:00,"For the record, Count on me to attach the requested export by Friday, then I’ll update you. I know this has been frustrating.",attach the requested export,,,,no_deadline,0.0,0,False,,0.0
CONV-005606,MSG-005606-06,CUST-0555,2026-06-08 12:49:01,"On the current thread (909975), I can take this forward and trace the failed payment — today.",trace the failed payment,,today,2026-06-08 00:00:00,overdue,92.6812960380787,1,False,,0.0
CONV-005606,MSG-005606-09,CUST-0555,2026-06-08 13:05:00,"On the current thread (933732), I’ll ask our security team to verify the login later this week.",ask our security team to verify the login,,this week,2026-06-14 00:00:00,overdue,86.6812960381713,1,False,,0.0
CONV-005607,MSG-005607-02,CUST-0923,2026-04-21 12:23:00,"For case 965408, Leave this with me — ill ask our security team to verify the login within 24 hours. thx",ask our security team to verify the login,,within 24 hours,2026-04-22 12:23:00,overdue,139.16532381603008,1,False,,0.0
CONV-005607,MSG-005607-04,CUST-0923,2026-04-21 12:59:00,"For case 981246, Count on me to call you with the outcome before the end of my shift.",call you with the outcome,,,,no_deadline,0.0,0,False,,0.0
CONV-005608,MSG-005608-08,CUST-0958,2026-06-26 20:31:02,"Looking at request 052534, Hi — Leave this with me — I’ll send the corrected invoice — within 24 hours.",send the corrected invoice,,within 24 hours,2026-06-27 20:31:02,overdue,72.82641177908565,1,False,,0.0
CONV-005609,MSG-005609-02,CUST-0854,2026-04-28 08:26:00,Regarding reference 068372: Hi — I can take this forward and check the delivery scan — by Friday.,check the delivery scan,,,,no_deadline,0.0,0,False,,0.0
CONV-005611,MSG-005611-06,CUST-0193,2026-06-18 13:52:01,"For the record, I’ll make sure I attach the requested export tomorrow.",attach the requested export,,tomorrow,2026-06-19 00:00:00,overdue,81.6812960384375,1,False,,0.0
CONV-005612,MSG-005612-02,CUST-0164,2026-03-29 10:08:00,Regarding reference 179238: I’ll personally attach the requested export and keep you posted.,attach the requested export,,,,no_deadline,0.0,0,False,,0.0
CONV-005612,MSG-005612-04,CUST-0164,2026-03-29 10:46:00,"In this account context, I’ll personally call you with the outcome tomorrow, then I’ll update you.",call you with the outcome,,tomorrow,2026-03-30 00:00:00,overdue,162.68129603851852,1,False,,0.0
CONV-005612,MSG-005612-07,CUST-0164,2026-03-29 11:14:01,"For case 218833, I’ll make sure I send the corrected invoice today, then I’ll update you. I know this has been frustrating.",send the corrected invoice,,today,2026-03-29 00:00:00,overdue,163.68129603861112,1,False,,0.0
CONV-005613,MSG-005613-01,CUST-0795,2026-02-19 14:35:00,Regarding reference 234671: Count on me to trace the failed payment — today. thx,trace the failed payment,,today,2026-02-19 00:00:00,overdue,201.68129603869212,1,False,,0.0
CONV-005613,MSG-005613-02,CUST-0795,2026-02-19 14:41:00,Regarding reference 242590: I’ll personally share the diagnostic notes — tomorrow.,share the diagnostic notes,,tomorrow,2026-02-20 00:00:00,overdue,200.68129603877316,1,False,,0.0
CONV-005613,MSG-005613-03,CUST-0795,2026-02-19 14:53:00,"For the record, Leave this with me — I’ll confirm the cancellation details — today.",confirm the cancellation details,,today,2026-02-19 00:00:00,overdue,201.68129603885416,1,False,,0.0
CONV-005615,MSG-005615-02,CUST-0061,2026-07-02 13:27:00,"For the record, I’ll personally attach the requested export within 24 hours, then I’ll update you.",attach the requested export,,within 24 hours,2026-07-03 13:27:00,overdue,67.1208793722801,1,False,,0.0
CONV-005617,MSG-005617-02,CUST-0261,2026-06-06 07:55:00,"On the support thread, let me ask our security team to verify the login tomorrow.",ask our security team to verify the login,,tomorrow,2026-06-07 00:00:00,overdue,93.68129603902779,1,False,,0.0
CONV-005617,MSG-005617-09,CUST-0261,2026-06-06 08:52:01,"In this account context, I’m going to update the access settings later this week.",update the access settings,,this week,2026-06-12 00:00:00,overdue,88.6812960391088,1,False,,0.0
CONV-005617,MSG-005617-10,CUST-0261,2026-06-06 09:10:00,"In this account context, I can take this forward and send a written explanation later this week, then I’ll update you.",send a written explanation,,this week,2026-06-12 00:00:00,overdue,88.68129603918982,1,False,,0.0
CONV-005618,MSG-005618-05,CUST-0305,2026-01-18 22:36:01,"For case 432646, i’ll make sure i trace the failed payment today, then i’ll update you.",trace the failed payment,,today,2026-01-18 00:00:00,overdue,233.68129603927085,1,False,,0.0
CONV-005618,MSG-005618-07,CUST-0305,2026-01-18 22:54:01,"On the current thread (448484), I’ll trace the failed payment today, then I’ll update you.",trace the failed payment,,today,2026-01-18 00:00:00,overdue,233.68129603936342,1,False,,0.0
CONV-005619,MSG-005619-03,CUST-0245,2026-01-07 02:33:00,"Regarding reference 472241: Hi — I’m going to coordinate the refund review within 24 hours, then I’ll update you.",coordinate the refund review,,within 24 hours,2026-01-08 02:33:00,overdue,243.57504603944443,1,False,,0.0
CONV-005619,MSG-005619-05,CUST-0245,2026-01-07 03:11:00,"For case 488079, i will coordinate the refund review — tomorrow.",coordinate the refund review,,tomorrow,2026-01-08 00:00:00,overdue,243.68129603952545,1,False,,0.0
CONV-005620,MSG-005620-05,CUST-0743,2026-06-13 13:56:00,"Looking at request 527674, I will ask our security team to verify the login within 24 hours, then I’ll update you.",ask our security team to verify the login,,within 24 hours,2026-06-14 13:56:00,overdue,86.10074048405093,1,False,,0.0
CONV-005621,MSG-005621-02,CUST-0783,2026-04-19 10:10:00,"On the support thread, count on me to send a written explanation within 24 hours, then i’ll update you.",send a written explanation,,within 24 hours,2026-04-20 10:10:00,overdue,141.25768492858796,1,False,,0.0
CONV-005621,MSG-005621-03,CUST-0783,2026-04-19 10:12:00,"For case 551431, i will coordinate the refund review by friday.",coordinate the refund review,,,,no_deadline,0.0,0,False,,0.0
CONV-005622,MSG-005622-01,CUST-0517,2026-02-05 12:30:00,"On the support thread, Leave this with me — I’ll call you with the outcome — by Friday.",call you with the outcome,,,,no_deadline,0.0,0,False,,0.0
CONV-005622,MSG-005622-04,CUST-0517,2026-02-05 12:48:01,"In this account context, I’ll share the diagnostic notes — within 24 hours. I know this has been frustrating.",share the diagnostic notes,,within 24 hours,2026-02-06 12:48:01,overdue,214.14795113238424,1,False,,0.0
CONV-005622,MSG-005622-07,CUST-0517,2026-02-05 13:54:00,"In this account context, I can take this forward and update the access settings tomorrow.",update the access settings,,tomorrow,2026-02-06 00:00:00,overdue,214.68129603987268,1,False,,0.0
CONV-005622,MSG-005622-08,CUST-0517,2026-02-05 14:08:00,"On the current thread (654378), i’m going to trace the failed payment today.",trace the failed payment,,today,2026-02-05 00:00:00,overdue,215.68129603995374,1,False,,0.0
CONV-005623,MSG-005623-01,CUST-0293,2026-07-26 16:08:00,Regarding reference 662297: I will send a written explanation — by Friday.,send a written explanation,,,,no_deadline,0.0,0,False,,0.0
CONV-005623,MSG-005623-03,CUST-0293,2026-07-26 16:26:00,Regarding reference 678135: Let me attach the requested export — within 24 hours. thx,attach the requested export,,within 24 hours,2026-07-27 16:26:00,overdue,42.99657381782407,1,False,,0.0
CONV-005624,MSG-005624-04,CUST-0094,2026-08-16 22:40:01,"Quick note on ticket 717730: Leave this with me — I’ll update the access settings today, then I’ll update you.",update the access settings,,today,2026-08-16 00:00:00,overdue,23.681296040127314,1,False,,0.0
CONV-005624,MSG-005624-05,CUST-0094,2026-08-16 22:52:00,"On the support thread, I’ll personally attach the requested export after I verify the details.",attach the requested export,,,,no_deadline,0.0,0,False,,0.0
CONV-005626,MSG-005626-01,CUST-0531,2026-08-03 20:08:00,"For the record, Let me send the corrected invoice as soon as I hear back. thx",send the corrected invoice,,,,no_deadline,0.0,0,False,,0.0
CONV-005626,MSG-005626-02,CUST-0531,2026-08-03 20:12:00,"Looking at request 765244, I’ll make sure I restore the missing entitlement — today.",restore the missing entitlement,,today,2026-08-03 00:00:00,overdue,36.681296040219905,1,False,,0.0
CONV-005626,MSG-005626-03,CUST-0531,2026-08-03 20:36:00,"In this account context, Count on me to coordinate the refund review tomorrow, then ill update u. thx",coordinate the refund review,,tomorrow,2026-08-04 00:00:00,overdue,35.68129604030093,1,False,,0.0
CONV-005629,MSG-005629-04,CUST-0577,2026-04-12 14:40:00,"In this account context, ill personally trace the failed payment — today. thx",trace the failed payment,,today,2026-04-12 00:00:00,overdue,149.6812960403935,1,False,,0.0
CONV-005631,MSG-005631-03,CUST-0718,2026-01-26 23:04:01,Regarding reference 994895: Let me trace the failed payment today.,trace the failed payment,,today,2026-01-26 00:00:00,overdue,225.68129604047454,1,False,,0.0
CONV-005632,MSG-005632-06,CUST-0964,2026-03-28 12:54:00,"On the current thread (050345), Leave this with me — I’ll update the access settings — within 24 hours. I know this has been frustrating.",update the access settings,,within 24 hours,2026-03-29 12:54:00,overdue,163.14379604055554,1,False,,0.0
CONV-005634,MSG-005634-02,CUST-0903,2026-07-20 13:46:00,"For the record, Count on me to ask our security team to verify the login by Friday, then I’ll update you.",ask our security team to verify the login,,,,no_deadline,0.0,0,False,,0.0
CONV-005634,MSG-005634-04,CUST-0903,2026-07-20 14:08:01,"For case 129535, I’ll restore the missing entitlement — later this week.",restore the missing entitlement,,this week,2026-07-26 00:00:00,overdue,44.68129604064815,1,False,,0.0
CONV-005636,MSG-005636-02,CUST-0847,2026-05-04 00:42:00,"On the support thread, I’ll restore the missing entitlement — today.",restore the missing entitlement,,today,2026-05-04 00:00:00,overdue,127.68129604072915,1,False,,0.0
CONV-005636,MSG-005636-05,CUST-0847,2026-05-04 01:04:00,"On the support thread, I’ll update the access settings within 24 hours, then I’ll update you. I know this has been frustrating.",update the access settings,,within 24 hours,2026-05-05 01:04:00,overdue,126.63685159636573,1,False,,0.0
CONV-005636,MSG-005636-06,CUST-0847,2026-05-04 01:04:01,"In this account context, I can take this forward and send a written explanation today.",send a written explanation,,today,2026-05-04 00:00:00,overdue,127.68129604089121,1,False,,0.0
CONV-005638,MSG-005638-02,CUST-0529,2026-01-10 17:51:00,Regarding reference 256239: I can take this forward and check the delivery scan tomorrow.,check the delivery scan,,tomorrow,2026-01-11 00:00:00,overdue,240.6812960409838,1,False,,0.0
CONV-005639,MSG-005639-01,CUST-0610,2026-04-05 07:55:00,Regarding reference 279996: I can take this forward and update the access settings later this week.,update the access settings,,this week,2026-04-11 00:00:00,overdue,150.68129604106483,1,False,,0.0
CONV-005639,MSG-005639-08,CUST-0610,2026-04-05 09:33:00,"Looking at request 335429, I’m going to attach the requested export as soon as I hear back.",attach the requested export,,,,no_deadline,0.0,0,False,,0.0
CONV-005639,MSG-005639-09,CUST-0610,2026-04-05 09:47:00,Regarding reference 343348: I’m going to restore the missing entitlement — tomorrow. thx,restore the missing entitlement,,tomorrow,2026-04-06 00:00:00,overdue,155.68129604115742,1,False,,0.0
CONV-005640,MSG-005640-02,CUST-0455,2026-05-02 04:06:00,"Regarding reference 375024: I’m going to raise this with the engineering queue tomorrow, then I’ll update you.",raise this with the engineering queue,,tomorrow,2026-05-03 00:00:00,overdue,128.68129604123843,1,False,,0.0
CONV-005641,MSG-005641-02,CUST-0534,2026-02-06 15:13:00,"Looking at request 422538, Count on me to trace the failed payment tomorrow.",trace the failed payment,,tomorrow,2026-02-07 00:00:00,overdue,213.68129604131946,1,False,,0.0
CONV-005642,MSG-005642-05,CUST-0292,2026-04-20 01:17:01,"For case 477971, Count on me to update the access settings then circle back here. thx",update the access settings,,,,no_deadline,0.0,0,False,,0.0
CONV-005642,MSG-005642-06,CUST-0292,2026-04-20 01:17:02,"For case 485890, I’ll coordinate the refund review later this week, then I’ll update you. I know this has been frustrating.",coordinate the refund review,,this week,2026-04-26 00:00:00,overdue,135.68129604141205,1,False,,0.0
CONV-005642,MSG-005642-09,CUST-0292,2026-04-20 01:47:00,"Looking at request 509647, ill make sure I update the access settings by Friday. thx",update the access settings,,,,no_deadline,0.0,0,False,,0.0
CONV-005643,MSG-005643-05,CUST-0843,2026-06-22 11:49:00,"On the support thread, i’m going to confirm the cancellation details after i verify the details.",confirm the cancellation details,,,,no_deadline,0.0,0,False,,0.0
CONV-005643,MSG-005643-07,CUST-0843,2026-06-22 12:43:01,"For the record, Hi — I’ll personally send the corrected invoice within 24 hours, then I’ll update you.",send the corrected invoice,,within 24 hours,2026-06-23 12:43:01,overdue,77.15142335631944,1,False,,0.0
CONV-005644,MSG-005644-02,CUST-0297,2026-07-12 12:50:00,Regarding reference 580918: I’ll personally ask our security team to verify the login — tomorrow.,ask our security team to verify the login,,tomorrow,2026-07-13 00:00:00,overdue,57.681296041585654,1,False,,0.0
CONV-005646,MSG-005646-02,CUST-0932,2026-01-09 23:49:00,"On the support thread, Leave this with me — ill share the diagnostic notes within 24 hours, then ill update u. thx",share the diagnostic notes,,within 24 hours,2026-01-10 23:49:00,overdue,240.68893493056711,1,False,,0.0
CONV-005646,MSG-005646-04,CUST-0932,2026-01-09 23:55:01,"In this account context, Leave this with me — ill share the diagnostic notes today, then ill update u. thx",share the diagnostic notes,,today,2026-01-09 00:00:00,overdue,242.68129604175925,1,False,,0.0
CONV-005648,MSG-005648-02,CUST-0415,2026-04-14 16:28:00,"For case 731379, I’ll make sure I review the account history tomorrow.",review the account history,,tomorrow,2026-04-15 00:00:00,overdue,146.68129604184028,1,False,,0.0
CONV-005648,MSG-005648-05,CUST-0415,2026-04-14 16:52:02,"On the support thread, I’m going to trace the failed payment tomorrow, then I’ll update you.",trace the failed payment,,tomorrow,2026-04-15 00:00:00,overdue,146.68129604192129,1,False,,0.0
CONV-005649,MSG-005649-03,CUST-0281,2026-07-30 18:27:00,"In this account context, Leave this with me — I’ll review the account history tomorrow, then I’ll update you.",review the account history,,tomorrow,2026-07-31 00:00:00,overdue,39.68129604201389,1,False,,0.0
CONV-005649,MSG-005649-04,CUST-0281,2026-07-30 18:27:01,"In this account context, I will attach the requested export tomorrow.",attach the requested export,,tomorrow,2026-07-31 00:00:00,overdue,39.68129604209491,1,False,,0.0
CONV-005650,MSG-005650-01,CUST-0231,2026-03-16 12:21:00,"For the record, Hi — I’ll call you with the outcome tomorrow.",call you with the outcome,,tomorrow,2026-03-17 00:00:00,overdue,175.68129604217592,1,False,,0.0
CONV-005651,MSG-005651-04,CUST-0400,2026-01-26 23:11:01,"Regarding reference 881840: Let me check the delivery scan tomorrow, then I’ll update you.",check the delivery scan,,tomorrow,2026-01-27 00:00:00,overdue,224.68129604226854,1,False,,0.0
CONV-005651,MSG-005651-05,CUST-0400,2026-01-26 23:11:02,"For case 889759, I can take this forward and coordinate the refund review today, then I’ll update you.",coordinate the refund review,,today,2026-01-26 00:00:00,overdue,225.68129604243057,1,False,,0.0
CONV-005651,MSG-005651-06,CUST-0400,2026-01-26 23:38:00,"On the support thread, Let me check the delivery scan tomorrow. thx",check the delivery scan,,tomorrow,2026-01-27 00:00:00,overdue,224.68129604251158,1,False,,0.0
CONV-005653,MSG-005653-01,CUST-0527,2026-07-20 02:13:00,"Quick note on ticket 984787: I will check the delivery scan tomorrow, then I’ll update you.",check the delivery scan,,tomorrow,2026-07-21 00:00:00,overdue,49.68129604260417,1,False,,0.0
CONV-005654,MSG-005654-01,CUST-0734,2026-01-27 10:49:00,"For the record, I’ll make sure I attach the requested export within 24 hours, then I’ll update you.",attach the requested export,,within 24 hours,2026-01-28 10:49:00,overdue,223.23060159824072,1,False,,0.0
CONV-005655,MSG-005655-03,CUST-0609,2026-08-10 12:50:00,"For the record, I’ll coordinate the refund review — tomorrow. I know this has been frustrating.",coordinate the refund review,,tomorrow,2026-08-11 00:00:00,overdue,28.681296042766206,1,False,,0.0
CONV-005659,MSG-005659-01,CUST-0341,2026-07-16 08:08:00,"On the support thread, Leave this with me — ill trace the failed payment — within 24 hours. thx",trace the failed payment,,within 24 hours,2026-07-17 08:08:00,overdue,53.3424071539699,1,False,,0.0
CONV-005659,MSG-005659-03,CUST-0341,2026-07-16 08:20:00,Quick note on ticket 159022: Leave this with me — I’ll ask our security team to verify the login tomorrow.,ask our security team to verify the login,,tomorrow,2026-07-17 00:00:00,overdue,53.68129604293981,1,False,,0.0
CONV-005660,MSG-005660-06,CUST-0381,2026-05-27 23:22:02,"Regarding reference 214455: I’m going to raise this with the engineering queue within 24 hours, then I’ll update you. I know this has been frustrating.",raise this with the engineering queue,,within 24 hours,2026-05-28 23:22:02,overdue,102.70766178376158,1,False,,0.0
CONV-005661,MSG-005661-04,CUST-0281,2026-06-21 21:57:00,Quick note on ticket 246131: leave this with me — i’ll arrange a replacement unit and keep you posted.,arrange a replacement unit,,,,no_deadline,0.0,0,False,,0.0
CONV-005661,MSG-005661-05,CUST-0281,2026-06-21 22:15:00,Quick note on ticket 254050: I’ll personally send the corrected invoice — by Friday.,send the corrected invoice,,,,no_deadline,0.0,0,False,,0.0
CONV-005662,MSG-005662-03,CUST-0260,2026-01-25 23:33:00,"On the support thread, I’m going to attach the requested export later this week.",attach the requested export,,this week,2026-01-31 00:00:00,overdue,220.6812960431134,1,False,,0.0
CONV-005664,MSG-005664-01,CUST-0399,2026-01-03 05:52:00,Quick note on ticket 380754: I’ll review the account history by Friday.,review the account history,,,,no_deadline,0.0,0,False,,0.0
CONV-005666,MSG-005666-04,CUST-0305,2026-06-26 02:35:00,"On the support thread, Let me arrange a replacement unit before the end of my shift.",arrange a replacement unit,,,,no_deadline,0.0,0,False,,0.0
CONV-005668,MSG-005668-05,CUST-0215,2026-08-07 23:46:02,"For case 523296, i can take this forward and call you with the outcome as soon as i hear back.",call you with the outcome,,,,no_deadline,0.0,0,False,,0.0
CONV-005668,MSG-005668-07,CUST-0215,2026-08-08 00:28:01,"Looking at request 539134, i’m going to ask our security team to verify the login later this week, then i’ll update you.",ask our security team to verify the login,,this week,2026-08-14 00:00:00,overdue,25.681296043217596,1,False,,0.0
CONV-005671,MSG-005671-01,CUST-0157,2026-04-02 04:01:00,"On the current thread (610405), Leave this with me — I’ll raise this with the engineering queue — today. I know this has been frustrating.",raise this with the engineering queue,,today,2026-04-02 00:00:00,overdue,159.68129604329863,1,False,,0.0
CONV-005671,MSG-005671-02,CUST-0157,2026-04-02 04:15:00,"Regarding reference 618324: I can take this forward and call you with the outcome within 24 hours, then I’ll update you. I know this has been frustrating.",call you with the outcome,,within 24 hours,2026-04-03 04:15:00,overdue,158.5042127100463,1,False,,0.0
CONV-005673,MSG-005673-01,CUST-0155,2026-07-16 07:11:00,Quick note on ticket 681676: I can take this forward and send the corrected invoice after I verify the details.,send the corrected invoice,,,,no_deadline,0.0,0,False,,0.0
CONV-005674,MSG-005674-01,CUST-0563,2026-07-14 04:49:00,Quick note on ticket 721271: I’m going to send a written explanation after I verify the details.,send a written explanation,,,,no_deadline,0.0,0,False,,0.0
CONV-005674,MSG-005674-02,CUST-0563,2026-07-14 04:58:00,"On the support thread, I’ll personally trace the failed payment today, then I’ll update you.",trace the failed payment,,today,2026-07-14 00:00:00,overdue,56.68129604347223,1,False,,0.0
CONV-005674,MSG-005674-04,CUST-0563,2026-07-14 05:17:01,"On the support thread, Leave this with me — I’ll trace the failed payment tomorrow, then I’ll update you. I know this has been frustrating.",trace the failed payment,,tomorrow,2026-07-15 00:00:00,overdue,55.68129604356482,1,False,,0.0
CONV-005675,MSG-005675-07,CUST-0931,2026-02-25 14:11:03,"Regarding reference 800461: i can take this forward and ask our security team to verify the login today, then i’ll update you.",ask our security team to verify the login,,today,2026-02-25 00:00:00,overdue,195.6812960436458,1,False,,0.0
CONV-005679,MSG-005679-05,CUST-0329,2026-06-13 15:53:01,"In this account context, Leave this with me — I’ll send the corrected invoice today, then I’ll update you. I know this has been frustrating.",send the corrected invoice,,today,2026-06-13 00:00:00,overdue,87.68129604372685,1,False,,0.0
CONV-005680,MSG-005680-03,CUST-0678,2026-04-28 15:19:00,"For case 974679, Let me trace the failed payment as soon as I hear back. I know this has been frustrating.",trace the failed payment,,,,no_deadline,0.0,0,False,,0.0
CONV-005681,MSG-005681-02,CUST-0376,2026-06-21 19:59:00,"On the support thread, I’ll make sure I review the account history tomorrow.",review the account history,,tomorrow,2026-06-22 00:00:00,overdue,78.68129604381944,1,False,,0.0
CONV-005682,MSG-005682-02,CUST-0558,2026-05-24 06:15:00,Regarding reference 006372: Count on me to raise this with the engineering queue within 24 hours.,raise this with the engineering queue,,within 24 hours,2026-05-25 06:15:00,overdue,106.4208793772338,1,False,,0.0
CONV-005682,MSG-005682-04,CUST-0558,2026-05-24 06:29:01,"For the record, I can take this forward and raise this with the engineering queue today. I know this has been frustrating.",raise this with the engineering queue,,today,2026-05-24 00:00:00,overdue,107.68129604398148,1,False,,0.0
CONV-005684,MSG-005684-02,CUST-0141,2026-03-28 10:10:00,Regarding reference 061805: Let me ask our security team to verify the login today.,ask our security team to verify the login,,today,2026-03-28 00:00:00,overdue,164.68129604407406,0,True,MSG-005684-03,0.5482723116874695
CONV-005685,MSG-005685-03,CUST-0752,2026-02-25 03:49:00,"In this account context, I’ll check the delivery scan tomorrow, then I’ll update you.",check the delivery scan,,tomorrow,2026-02-26 00:00:00,overdue,194.68129604415512,1,False,,0.0
CONV-005686,MSG-005686-01,CUST-0805,2026-03-13 23:19:00,Regarding reference 125157: Hi — Let me coordinate the refund review today.,coordinate the refund review,,today,2026-03-13 00:00:00,overdue,179.6812960442361,1,False,,0.0
CONV-005686,MSG-005686-03,CUST-0805,2026-03-13 23:37:00,"On the current thread (140995), I can take this forward and coordinate the refund review — by Friday. thx",coordinate the refund review,,,,no_deadline,0.0,0,False,,0.0
CONV-005686,MSG-005686-05,CUST-0805,2026-03-13 23:37:02,"For the record, I can take this forward and arrange a replacement unit — today.",arrange a replacement unit,,today,2026-03-13 00:00:00,overdue,179.6812960443287,1,False,,0.0
CONV-005688,MSG-005688-02,CUST-0112,2026-08-07 14:48:00,"Looking at request 196428, I’m going to restore the missing entitlement later this week, then I’ll update you.",restore the missing entitlement,,this week,2026-08-13 00:00:00,overdue,26.68129604440972,1,False,,0.0
CONV-005690,MSG-005690-01,CUST-0715,2026-06-26 14:07:00,"On the current thread (259780), I will attach the requested export — today.",attach the requested export,,today,2026-06-26 00:00:00,overdue,74.68129604449074,1,False,,0.0
CONV-005690,MSG-005690-05,CUST-0715,2026-06-26 15:03:00,"On the current thread (291456), I’ll make sure I confirm the cancellation details and keep you posted.",confirm the cancellation details,,,,no_deadline,0.0,0,False,,0.0
CONV-005691,MSG-005691-02,CUST-0201,2026-01-06 01:23:00,"For case 307294, leave this with me — i’ll trace the failed payment today, then i’ll update you.",trace the failed payment,,today,2026-01-06 00:00:00,overdue,245.68129604458335,1,False,,0.0
CONV-005692,MSG-005692-01,CUST-0843,2026-03-02 08:36:00,"For case 323132, i’m going to update the access settings — by friday.",update the access settings,,,,no_deadline,0.0,0,False,,0.0
CONV-005692,MSG-005692-03,CUST-0843,2026-03-02 08:48:00,"In this account context, I’m going to send the corrected invoice later this week.",send the corrected invoice,,this week,2026-03-08 00:00:00,overdue,184.68129604467592,1,False,,0.0
CONV-005692,MSG-005692-04,CUST-0843,2026-03-02 09:03:00,"On the current thread (346889), I’m going to share the diagnostic notes with the next step.",share the diagnostic notes,,,,no_deadline,0.0,0,False,,0.0
CONV-005693,MSG-005693-02,CUST-0693,2026-08-03 02:08:00,"On the support thread, Leave this with me — I’ll restore the missing entitlement later this week.",restore the missing entitlement,,this week,2026-08-09 00:00:00,overdue,30.681296044756944,1,False,,0.0
CONV-005695,MSG-005695-02,CUST-0575,2026-08-01 01:18:00,"On the support thread, Count on me to ask our security team to verify the login and keep u posted. thx",ask our security team to verify the login,,,,no_deadline,0.0,0,False,,0.0
CONV-005696,MSG-005696-03,CUST-0523,2026-07-14 18:07:00,"For the record, I’ll raise this with the engineering queue — by Friday.",raise this with the engineering queue,,,,no_deadline,0.0,0,False,,0.0
